Nombre,Año,Edad,Duración,Genero,Director,Actores,País,IMDb,Plataforma
Cyborg 009: En nombre de la justicia,2017,13+,1 temporada,"Anime, Extranjeras",NA,"Keisuke Koumoto, Risa Taneda, Misato Fukuen, Takuya Sato, Satoshi Hino, Kenji Nomura, Mitsuaki Madono, Setsuji Sato, Haruki Ishiya, Ryo Sugisaki, Yui Makino, Kazuhiko Inoue, Yuhko Kaida",Japón,5.8/10,Netflix
David Brent: Life on the Road,2016,7+,97 min,"Comedias, Extranjeras",Ricky Gervais,"Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley McGuire, Alexander Arnold, Mandeep Dhillon","Reino Unido, Estados Unidos",6.3/10,Netflix
Los peores años de mi vida,2016,7+,92 min,"Comedias, Para toda la familia",Steve Carr,"Griffin Gluck, Lauren Graham, Rob Riggle, Thomas Barbusca, Andrew Daly, Adam Pally, Retta, Efren Ramirez, Isabela Moner, Alexa Nisenson, Jacob Hopkins","Estados Unidos, Camboya",6.1/10,Netflix
"Hitler, una biografía",1977,13+,150 min,"Documentales, Extranjeras","Joachim Fest, Christian Herrendoerfer",NA,República Federal de Alemania,7.5/10,Netflix
"Michael Bolton's Big, Sexy Valentine's Day Special",2017,16+,54 min,"Comedias, Música y musicales, Románticas","Scott Aukerman, Akiva Schaffer","Michael Bolton, Andy Samberg, Will Forte, Kenny G, Maya Rudolph, Adam Scott, Janeane Garofalo, Brooke Shields, Sinbad, Michael Sheen, Tim Robinson, Bob Saget, Mary Holland, Andy Richter, Colton Dunn, David Theune, Randall Park, Sarah Silverman, Mary Sohn, Fred Armisen, Matthew Kimbrough, Maya Erskine, Louie Anderson, Claudia O'Doherty, Kate Berlant, Baron Vaughn, Zachary Oyama, Casey Wilson, Sarah Shahi, Jimmy Graham, Luka Jones, Akiva Schaffer, Eric André, Scott Aukerman, Nicole Byer, Dave Ferguson, Tim Kalpakis, Mike Hanford, Mircea Monroe, Chris Parnell, Sal Stowers",Estados Unidos,6.7/10,Netflix
Carlos Ballarta: El amor es de putos,2016,16+,67 min,Películas,"Jan Suter, Raúl Campos Delgado",Carlos Ballarta,México,7.1/10,Netflix
Daniel Sosa: Sosafado,2017,13+,78 min,Películas,"Raúl Campos, Jan Suter",Daniel Sosa,México,5.3/10,Netflix
Imperial Dreams,2014,16+,86 min,"Dramas, Premiadas",Malik Vitthal,"John Boyega, Rotimi, Glenn Plummer, De'Aundre Bonds, Keke Palmer, Nora Zehetner, Todd Louiso",Estados Unidos,6.7/10,Netflix
Ricardo O'Farrill: Abrazo navideño,2016,13+,31 min,Películas,"Raúl Campos, Jan Suter","Ricardo O'Farrill, Carlos Ballarta, Sofía Niño de Rivera, Chumel Torres, Marissa ""Chabe"" Lozano",México,5.7/10,Netflix
Bill Burr: Walk Your Way Out,2017,16+,78 min,Películas,Jay Karas,Bill Burr,Estados Unidos,7.3/10,Netflix
David Blaine: Real or Magic?,2013,13+,61 min,Documentales,Matthew Akers,David Blaine,Estados Unidos,7.7/10,Netflix
David Blaine: Street Magic,1997,TODOS LO,46 min,Documentales,NA,David Blaine,Estados Unidos,7.7/10,Netflix
David Blaine: What Is Magic?,2010,7+,41 min,Documentales,David Blaine,David Blaine,Estados Unidos,7.1/10,Netflix
Happy New Year,2014,13+,179 min,"Acción, Comedias, Dramas",Farah Khan,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah",India,5.0/10,Netflix
La Última Fiesta,2016,16+,104 min,"Comedias, Extranjeras","Leandro Mark, Nicolás Silbert","Nicolás Vázquez, Alan Sabbagh, Benjamín Amadeo, Eva De Dominici, César Bordón, Julian Kartun, Paula Carruega, Luciano Rossi, Ezequiel Campa",Argentina,4.4/10,Netflix
Maroon,2016,16+,94 min,"Dramas, Extranjeras, Independientes",Pulkit,"Manav Kaul, Devyani Cm, Saurabh Sachdeva, Sarika Singh, Suneel Sinha, Sumeet Vyas",India,5.0/10,Netflix
Pasión del corazón,2015,13+,154 min,"Acción, Dramas, Extranjeras",Rohit Shetty,"Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon, Boman Irani, Kabir Bedi, Johnny Lever, Varun Sharma, Sanjay Mishra, Pankaj Tripathi",India,5.2/10,Netflix
Semana Santa,2015,13+,87 min,"Dramas, Extranjeras",Alejandra Márquez Abella,"Tenoch Huerta, Anajosé Aldrete, Esteban Ávila, David Thornton, Jimena Cuarón, Lakshmi Picazo",México,6.0/10,Netflix
Viaje a Groenlandia,2016,16+,99 min,"Comedias, Extranjeras",Sébastien Betbeder,"Thomas Blanchard, Thomas Scimeca, François Chattot, Ole Eliassen, Adam Eskilden",Francia,6.3/10,Netflix
IBOY,2017,16+,91 min,"Ciencia ficción y fantásticas, Extranjeras, Thrillers",Adam Randall,"Bill Milner, Maisie Williams, Rory Kinnear, Miranda Richardson, Jordan Bolger, Charley Palmer Rothwell, Aymen Hamdouchi",Reino Unido,6.0/10,Netflix
La sombra de la verdad,2016,16+,1 temporada,"Docuseries, Extranjeras, Policiacas",NA,NA,Israel,8.1/10,Netflix
Cristela Alonzo: Lower Classy,2017,13+,67 min,Películas,Marcus Raboy,Cristela Alonzo,Estados Unidos,6.3/10,Netflix
Era el cielo,2016,18+,102 min,"Dramas, Extranjeras",Marco Dutra,"Leonardo Sbaraglia, Carolina Dieckmann, Chino Darín, Alvaro Armand Ugon, Mirella Pascual, Roberto Suárez, Paula Cohen, Dylan Cortes, Priscila Bellora, Gabriela Freire, María Mendive",Brasil,6.5/10,Netflix
Gad Elmaleh Part en Live,2017,13+,57 min,Películas,Mario Rouleau,Gad Elmaleh,Francia,6.8/10,Netflix
La autopista 10,2017,13+,80 min,Comedias,Chester Tam,"Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam, Andy Samberg, Stella Maeve, Jordan Rock, Carlos Alazraqui, Fred Armisen",Estados Unidos,4.7/10,Netflix
Caida del Cielo,2016,13+,78 min,"Comedias, Extranjeras, Románticas",Néstor Sánchez Sotelo,"Muriel Santa Ana, Peto Menahem, Héctor Díaz, Sebastián Marcelo Wainraich, Karina K., Hernán Jiménez, Fabián Forte, Verónica Intile",Argentina,5.3/10,Netflix
Jim Gaffigan: Beyond the Pale,2005,7+,72 min,Películas,Michael Drumm,Jim Gaffigan,Estados Unidos,8.0/10,Netflix
Jim Gaffigan: King Baby,2009,7+,71 min,Películas,Troy Miller,Jim Gaffigan,Estados Unidos,7.8/10,Netflix
Jim Gaffigan: Mr. Universe,2012,13+,77 min,Películas,Jay Karas,Jim Gaffigan,Estados Unidos,7.8/10,Netflix
Jim Gaffigan: Obsessed,2014,13+,70 min,Películas,Jay Chapman,Jim Gaffigan,Estados Unidos,7.6/10,Netflix
Pink,2016,16+,130 min,"Dramas, Extranjeras",Aniruddha Roy Chowdhury,"Tapsee Pannu, Kirti Kulhari, Andrea Tariang, Amitabh Bachchan, Piyush Mishra, Angad Bedi, Vijay Varma, Raashul Tandon, Tushar Pandey, Dhritiman Chatterjee, Mamata Shankar",India,8.1/10,Netflix
Neal Brennan: 3 Mics,2017,16+,66 min,Películas,Neal Brennan,Neal Brennan,Estados Unidos,7.9/10,Netflix
Ahora o Nunca,2015,13+,91 min,"Comedias, Españolas, Extranjeras",Maria Ripoll,"Dani Rovira, María Valverde, Jordi Sánchez, Joaquín Núñez, Alicia Rubio, Clara Lago, Anna Gras, Gracia Olayo, Melody, Marta Pérez",España,5.2/10,Netflix
Hostage to the Devil,2016,7+,96 min,"Documentales, Extranjeras",Marty Stalker,NA,"Irlanda, Reino Unido, Italia, Estados Unidos",5.5/10,Netflix
Sarajevo. El atentado,2014,13+,98 min,"Dramas, Extranjeras",Andreas Prochaska,"Florian Teichtmeister, Heino Ferch, Melika Foroutan, Juergen Maurer, Edin Hasanovic, Eugen Knecht, Mateusz Dopieralski, Dominik Warta, Simon Hatzl, Erwin Steinhauer, Friedrich von Thun, Juraj Kukura","Austria, República Checa",6.7/10,Netflix
Stereo,2014,16+,91 min,"Extranjeras, Thrillers",Maximilian Erlenwein,"Jürgen Vogel, Moritz Bleibtreu, Petra Schmidt-Schaller, Georg Friedrich, Rainer Bock, Mark Zak, Helena Schönfelder, Fabian Hinrichs",Alemania,6.5/10,Netflix
We Are Young. We Are Strong.,2014,16+,123 min,"Dramas, Extranjeras, Premiadas",Burhan Qurbani,"Jonas Nay, Trang Le Hong, Devid Striesow, Joel Basman, Saskia Rosendahl, Paul Gäbler, David Schütter, Jakob Bieber, Swantje Kohlhof, Mai Duong Kieu",Alemania,7.1/10,Netflix
Clinical,2017,16+,104 min,"Terror, Thrillers",Alistair Legrand,"Vinessa Shaw, Kevin Rahm, William Atherton, Aaron Stanford, Wilmer Calderon, Sydney Tamiia Poitier, India Eisley, Nestor Serrano",Estados Unidos,5.1/10,Netflix
Casablancas: el hombre que amaba a las mujeres,2016,7+,82 min,"Documentales, Extranjeras",Hubert Woroniecki,NA,Francia,6.1/10,Netflix
Un pez muy gordo,2015,13+,109 min,"Comedias, Dramas, Extranjeras",Mir-Jean Bou Chaaya,"Alain Saadeh, Fouad Yammine, Tarek Yaacoub, Alexandra Kahwaji, Wissam Fares, Georges Hayeck, Fadi Abi Samra, Marcel Ghanem","Líbano, Catar",7.1/10,Netflix
Jim Gaffigan: Cinco,2017,13+,74 min,Películas,Jeannie Gaffigan,Jim Gaffigan,Estados Unidos,7.1/10,Netflix
Somos las Lalaloopsy,2017,TODOS LO,1 temporada,"Comedias, Infantiles",NA,"Mariee Devereux, Kazumi Evans, Maryke Hendrikse, Matt Hill, Diana Kaarina, Jocelyne Loewen, Sabrina Pitre",Estados Unidos,5.2/10,Netflix
A golpe de monedas,2017,TODOS LO,98 min,"Dramas, Para toda la familia",Emily Hagins,"Sasha Pieterse, Alexis G. Zall, Alex Saxon, Jay Walker, Mark Blum, Neal Huff, Michael Cyril Creighton, Blanche Baker, Connor Ratliff, Will Denton",Estados Unidos,4.8/10,Netflix
Bajo la sombra,2016,16+,84 min,"Extranjeras, Premiadas, Terror",Babak Anvari,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Ray Haratian, Arash Marandi, Hamidreza Djavdan, Soussan Farrokhnia, Bijan Daneshmand, Sajjad Delafrooz, Behi Djanati Atai","Reino Unido, Jordania, Catar, Irán",6.9/10,Netflix
Las sirenas,2016,13+,94 min,"Ciencia ficción y fantásticas, Comedias, Dramas",Stephen Chow,"Deng Chao, Show Lo, Zhang Yuqi, Lin Yun, Hark Tsui, Wen Zhang, Kris Wu, Lu Zhengyu, Lee Sheung Ching",China,6.2/10,Netflix
Rustom,2016,13+,141 min,"Dramas, Extranjeras, Premiadas",Dharmendra Suresh Desai,"Akshay Kumar, Ileana D'Cruz, Arjan Bajwa, Esha Gupta, Pavan Malhotra, Parmeet Sethi, Sachin Khedekar, Anang Desai, Kumud Mishra, Brijendra Kala, Usha Nadkarni, Kanwaljeet Singh",India,7.1/10,Netflix
Jen Kirkman: Just Keep Livin’?,2017,13+,69 min,Películas,Lance Bangs,Jen Kirkman,Estados Unidos,6.7/10,Netflix
Autohead,2016,16+,97 min,"Dramas, Extranjeras, Thrillers",Rohit Mittal,"Deepak Sampat, Ronjini Chakroborty, Vikrant Singh, Jhanvi Dwivedi, Ajay Mishra, Rohit Mittal, Sunny Banerjee, Ravidev Singh",India,6.0/10,Netflix
La carrera hacia la Casa Blanca,2016,13+,1 temporada,"Docuseries, Estadounidenses",NA,Kevin Spacey,Estados Unidos,7.8/10,Netflix
Las Tortugas Ninja: The Next Mutation,1997,7+,1 temporada,"Comedias, Infantiles",NA,"Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe, Richard Yee, Gabe Khouth, Nicole Parker, Kirby Morrow, Matt Hill, Jason Gray-Stanford, Michael Dobson, Lalainia Lindbjerg, Shishir Inocalla, Fiona Scott, Stephen Mendel, Larry Lam, Geoff Wong","Canadá, Estados Unidos",4.4/10,Netflix
Power Rangers Dino Thunder,2004,7+,1 temporada,Infantiles,NA,"James Napier, Kevin Duhaney, Emma Lahana, Jason David Frank, Jeffrey Parazzo, Katrina Devine, Tom Hern, Miriama Smith, Latham Gaines, James Gaylyn",Estados Unidos,6.7/10,Netflix
Power Rangers Mystic Force,2006,7+,1 temporada,Infantiles,NA,"Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo, Nic Sampson, John Tui, Peta Rutter, Antonia Prebble, Barnie Duncan, Kelson Henderson, Donogh Rees, Geoff Dolan, Holly Shanahan",Estados Unidos,6.6/10,Netflix
Power Rangers S.P.D.,2005,7+,1 temporada,Infantiles,NA,"Brandon Jay McLaren, Chris Violette, Matt Austin, Monica May, Alycia Purrott, John Tui, Rene Naufahu, Michelle Langstone, Barnie Duncan, Kelson Henderson, Jim McLarty, Olivia James-Baird, Josephine Davison, Derek Judge, James Gaylyn","Estados Unidos, Nueva Zelanda",6.5/10,Netflix
Power Rangers Samurai,2011,7+,1 temporada,Infantiles,NA,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu, Jeff Szusterman, Felix Ryan, Paul Schrier",Estados Unidos,4.9/10,Netflix
Power Rangers Super Samurai,2012,7+,1 temporada,Infantiles,NA,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier, Jeff Szusterman, Kate Elliott, Ricardo Medina Jr., Derek Judge, Stig Alred",Estados Unidos,NA,Netflix
Power Rangers: Megaforce,2013,7+,1 temporada,Infantiles,NA,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Shailesh Prajapati, Ian Harcourt",Estados Unidos,5.7/10,Netflix
The Principal,2015,16+,1 temporada,"Dramas, Extranjeras, Policiacas",NA,"Alex Dimitriades, Aden Young, Mirrah Foulkes, Salvatore Coco, Rahel Romahn, Tyler De Nawi, Miles Gibson, Narek Arman, Karim Zreika, Andrea Demetriades, George Harrison Xanthis",Australia,7.5/10,Netflix
Udta Punjab,2016,16+,146 min,"Dramas, Extranjeras, Premiadas",Abhishek Chaubey,"Shahid Kapoor, Kareena Kapoor, Alia Bhatt, Diljit Dosanjh, Satish Kaushik, Suhail Nayyar, Prabhjyot Singh, Harpreet Singh, Manav Vij, Taran Bajaj",India,7.8/10,Netflix
Vientos contrarios,2011,13+,92 min,"Dramas, Extranjeras, Independientes",Jalil Lespert,"Benoît Magimel, Isabelle Carré, Antoine Duléry, Ramzy Bédia, Bouli Lanners, Marie-Ange Casta, Daniel Duval, Lubna Azabal, Aurore Clément, Audrey Tautou","Francia, Bélgica",6.5/10,Netflix
Sr. Pig,2016,13+,97 min,"Dramas, Extranjeras, Independientes",Diego Luna,"Danny Glover, Maya Rudolph, José María Yazpik, Joel Murray, Angélica Aragón, Gabriela Araujo",México,5.7/10,Netflix
Pasarela,2016,13+,1 temporada,"Comedias, Dramas, Extranjeras",NA,"Ji-yeon Park, Dong-ho Kang, Chul-woong Kang, Bo-hyun Ahn, Hak Jin, Se-jin Park, Kisum",Corea del Sur,6.3/10,Netflix
Ajin: semihumano,2016,16+,2 temporadas,"Anime, Extranjeras",NA,"Mamoru Miyano, Yoshimasa Hosoya, Jun Fukuyama, Hochu Otsuka, Daisuke Hirakawa, Takahiro Sakurai, Mikako Komatsu, Hiroyuki Kinoshita, Aya Suzaki",Japón,6.4/10,Netflix
Chasing Cameron,2016,7+,1 temporada,"Estadounidenses, Juveniles, Realities y talk shows",NA,"Cameron Dallas, Aaron Carpenter, Taylor Caniff, Willie Jones, Trey Schafer, Bart Bordelon, Blake Gray",Estados Unidos,3.7/10,Netflix
Sense8,2018,16+,2 temporadas,"Ciencia ficción y fantásticas, Dramas, Estadounidenses",NA,"Tuppence Middleton, Brian J. Smith, Doona Bae, Max Riemelt, Naveen Andrews, Daryl Hannah, Freema Agyeman, Terrence Mann, Adam Shapiro, Max Mauff, Alfonso Herrera, Eréndira Ibarra, Aml Ameen, Jamie Clayton, Tina Desae, Miguel Ángel Silvestre, Toby Onwumere, Joe Pantoliano",Estados Unidos,8.3/10,Netflix
7:19,2016,13+,93 min,"Dramas, Extranjeras",Jorge Michel Grau,"Demián Bichir, Héctor Bonilla, Oscar Serrano, Azalia Ortiz, Octavio Michel, Carmen Beato",México,5.9/10,Netflix
Garfunkel and Oates: Trying to be Special,2016,16+,62 min,Música y musicales,"Riki Lindhome, Jeremy Konner","Riki Lindhome, Kate Micucci, Anthony Jeselnik, Steve Agee",Estados Unidos,7.4/10,Netflix
Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,2016,7+,88 min,Películas,Manny Rodriguez,Gabriel Iglesias,Estados Unidos,7.5/10,Netflix
Barry,2016,13+,105 min,Dramas,Vikram Gandhi,"Devon Terrell, Anya Taylor-Joy, Jason Mitchell, Ashley Judd, Jenna Elfman, Ellar Coltrane, Avi Nash, Linus Roache, John Benjamin Hickey",Estados Unidos,5.8/10,Netflix
Crazyhead,2016,16+,1 temporada,"Británicas, Comedias, Extranjeras",NA,"Cara Theobold, Susan Wokoma, Riann Steele, Arinzé Kene, Lewis Reeves, Tony Curran",Reino Unido,7.3/10,Netflix
A Wish for Christmas,2016,TODOS LO,84 min,"Dramas, Extranjeras, Románticas",Christie Will,"Lacey Chabert, Paul Greene, Andrea Brooks, Colleen Wheeler, Kendall Cross, Michael Ryan, Mark Brandon, Donna Benedicto","Canadá, Estados Unidos",6.0/10,Netflix
I'll Be Home for Christmas,2016,7+,89 min,"Dramas, Extranjeras, Para toda la familia",James Brolin,"James Brolin, Mena Suvari, Giselle Eisenberg, John Reardon","Estados Unidos, Canadá",6.1/10,Netflix
Tormenta de arena,2016,13+,88 min,"Dramas, Extranjeras, Independientes",Elite Zexer,"Lamis Ammar, Ruba Blal, Haitham Omari, Khadija Alakel, Jalal Masarwa","Israel, Alemania, Francia",6.8/10,Netflix
3 turcos y una bebé,2015,7+,93 min,"Comedias, Extranjeras",Sinan Akkuş,"Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar",Alemania,5.5/10,Netflix
Color of Woman,2012,13+,1 temporada,"Comedias, Extranjeras, Románticas",NA,"Jae Hee, Soo-kyung Lee, So-yi Yoon, Ji-ho Shim, Sang-Myeon Park, Joo-young Kim",Corea del Sur,5.1/10,Netflix
Fantasía de hielo,2016,13+,1 temporada,"Acción, Ciencia ficción y fantásticas, Extranjeras",NA,"Feng Shaofeng, Victoria Song, Ma Tianyu, Zhang Meng, Hee-seon Kim, Gong Beibi, Shao Bing, Hu Bing, Wang Duo",China,7.1/10,Netflix
Happy And,2012,13+,1 temporada,"Dramas, Extranjeras",NA,"Hee-Jin Lee, Hae-seong Kwon, Paul Stafford, Mi-ji Lee, Ik-tae Kim, Ki-hyeon Kim",Corea del Sur,4.6/10,Netflix
Heaven's Garden,2011,7+,1 temporada,"Dramas, Extranjeras",NA,"Bul-am Choi, Ho-Jeong Yoo, Sae-ron Kim, Chan-hee Kang, Woo-Sung Hyun, An Seo Hyun, Ho-Jin Kim",Corea del Sur,8.4/10,Netflix
Heidi,2015,7+,1 temporada,Infantiles,NA,"Monique Hore, Sophia Morrison, Peter McAllum, Nicole Shostak, Jamie Croft, Beth Armstrong, Kate Fitzpatrick, Penny Cook, Charlotte Hamlyn, Tess Meyer","Francia, Australia, Alemania",7.0/10,Netflix
Immortal Classic,2012,13+,1 temporada,"Dramas, Extranjeras",NA,"Jae-suk Han, Sun-Young Park, Du-shim Ko, Ye-jin Lim, Jong-hwan Choi, Ha-Nui Lee, Yun-Hoo Ko, Byeong-Ki Kim, Sun-kyung Kim, Yoon-Sik Baek",Corea del Sur,7.1/10,Netflix
K-POP Extreme Survival,2012,7+,1 temporada,"Comedias, Dramas, Extranjeras",NA,"Jung Eun Kim, Yu-hwan Park, Eun-ah Go, Yong Hwan Kwak, Jin Hyuk",Corea del Sur,6.8/10,Netflix
Srta. Panda y Sr. Erizo,2012,13+,1 temporada,"Comedias, Dramas, Extranjeras",NA,"Dong-hae Lee, Seung-ah Yoon, Jin-hyuk Choi, So-young Yoo, Yeo-jin Hong, Min-jin Jung",Corea del Sur,6.2/10,Netflix
El proceso de Tokio,2017,16+,1 temporada,"Dramas, Extranjeras",NA,"Marcel Hensema, Paul Freeman, Irrfan Khan, Stacy Keach, Michael Ironside, Stephen McHattie, Shinya Tsukamoto","Canadá, Japón, Países Bajos",7.4/10,Netflix
Asperger's Are Us,2016,13+,83 min,Documentales,Alex Lehmann,"Noah Britton, Ethan Finlan, Jack Hanke, New Michael Ingemi",Estados Unidos,6.7/10,Netflix
Cautivos,2016,16+,1 temporada,"Docuseries, Estadounidenses, Policiacas",NA,NA,Reino Unido,7.0/10,Netflix
Spectral,2016,16+,108 min,"Acción, Ciencia ficción y fantásticas",Nic Mathieu,"James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini, Clayne Crawford, Cory Hardrict, Louis Ozawa Changchien, Jimmy Akingbola, Dylan Smith, Philip Bulcock","Estados Unidos, Hungría",6.3/10,Netflix
White Rabbit Project,2016,13+,1 temporada,"Docuseries, Extranjeras, Realities y talk shows",NA,"Tory Belleci, Kari Byron, Grant Imahara",Estados Unidos,6.9/10,Netflix
Mariah Carey's Merriest Christmas,2015,TODOS LO,38 min,"Música y musicales, Para toda la familia",James Yukich,"Mariah Carey, Lacey Chabert, Kelsey Grammer, Billy Gardell, Fina Strazza, Kenneth Edmonds, Cameron Mathison, Brennan Elliott",Estados Unidos,4.9/10,Netflix
Other People,2016,13+,97 min,"Comedias, Dramas, Independientes",Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow, Madisen Beaty, John Early, Zach Woods, Paul Dooley, June Squibb",Estados Unidos,6.8/10,Netflix
My Little Pony Equestria Girls: Friendship Games,2015,TODOS LO,72 min,"Comedias, Para toda la familia","Ishi Rudell, Jayson Thiessen","Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Iris Quinn, Nicole Oliver","Estados Unidos, Canadá",6.6/10,Netflix
